# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "1" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_122_R8_S05#1_cds.txt" "PD_122_R8_S05#1.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_122_R8_S05#1.bam
b3296	NC_000913.3	3441055	3441675	-	621	14309
b3297	NC_000913.3	3441709	3442098	-	390	11394
b3298	NC_000913.3	3442115	3442471	-	357	13484
b3299	NC_000913.3	3442618	3442734	-	117	3193
b3300	NC_000913.3	3442766	3444097	-	1332	25298
b3301	NC_000913.3	3444105	3444539	-	435	8278
b3302	NC_000913.3	3444543	3444722	-	180	2179
b3303	NC_000913.3	3444726	3445229	-	504	5857
b3304	NC_000913.3	3445244	3445597	-	354	5388
b3305	NC_000913.3	3445607	3446140	-	534	10325
b3306	NC_000913.3	3446153	3446545	-	393	6018
b3307	NC_000913.3	3446579	3446884	-	306	8306
b3308	NC_000913.3	3446899	3447438	-	540	15167
b3309	NC_000913.3	3447453	3447767	-	315	9916
b3310	NC_000913.3	3447778	3448149	-	372	14684
b3311	NC_000913.3	3448314	3448568	-	255	5258
b3312	NC_000913.3	3448568	3448759	-	192	2599
b3313	NC_000913.3	3448759	3449169	-	411	6630
b3314	NC_000913.3	3449182	3449883	-	702	11250
b3315	NC_000913.3	3449901	3450233	-	333	4688
b3316	NC_000913.3	3450248	3450526	-	279	3484
b3317	NC_000913.3	3450543	3451364	-	822	9426
b3318	NC_000913.3	3451382	3451684	-	303	3869
b3319	NC_000913.3	3451681	3452286	-	606	6624
b3320	NC_000913.3	3452297	3452926	-	630	11401
b3321	NC_000913.3	3452959	3453270	-	312	6402
b3322	NC_000913.3	3453508	3453927	-	420	46
b3323	NC_000913.3	3453929	3455398	-	1470	42
b3324	NC_000913.3	3455578	3456393	+	816	12
b3325	NC_000913.3	3456377	3458329	+	1953	39
b3326	NC_000913.3	3458339	3459820	+	1482	16
b3327	NC_000913.3	3459817	3461013	+	1197	12
b3328	NC_000913.3	3461023	3461460	+	438	4
b3329	NC_000913.3	3461468	3461977	+	510	6
b3330	NC_000913.3	3461974	3462351	+	378	1
b3331	NC_000913.3	3462344	3462931	+	588	7
b3332	NC_000913.3	3462924	3463907	+	984	10
b3333	NC_000913.3	3463922	3465085	+	1164	29
b3334	NC_000913.3	3465082	3465543	+	462	17
b3335	NC_000913.3	3465543	3466220	+	678	23
b3336	NC_000913.3	3466249	3466725	-	477	3641
b3337	NC_000913.3	3466797	3466991	-	195	516
b3338	NC_000913.3	3467160	3469853	-	2694	644
b3339	NC_000913.3	3470145	3471329	-	1185	69999
b3340	NC_000913.3	3471400	3473514	-	2115	34727
b3341	NC_000913.3	3473542	3474081	-	540	8792
b3342	NC_000913.3	3474178	3474552	-	375	6638
b3343	NC_000913.3	3474678	3474965	-	288	166
b3344	NC_000913.3	3474973	3475332	-	360	264
b3345	NC_000913.3	3475332	3475718	-	387	287
b3346	NC_000913.3	3475718	3476440	-	723	1109
b3347	NC_000913.3	3476607	3477419	-	813	2889
b3348	NC_000913.3	3477640	3477858	+	219	156
b3349	NC_000913.3	3477907	3478497	-	591	6461
b4551	NC_000913.3	3478592	3478792	-	201	229
b3350	NC_000913.3	3478802	3480607	-	1806	447
b3351	NC_000913.3	3480607	3481161	-	555	208
b3352	NC_000913.3	3481289	3483202	+	1914	738
b3353	NC_000913.3	3483202	3484224	+	1023	297
b3354	NC_000913.3	3484218	3484436	+	219	124
b3355	NC_000913.3	3484490	3485359	+	870	421
b3356	NC_000913.3	3485414	3485818	-	405	1505
b3357	NC_000913.3	3486120	3486752	+	633	8781
b3358	NC_000913.3	3486791	3488893	+	2103	1138
b3359	NC_000913.3	3488960	3490180	-	1221	3391
b3360	NC_000913.3	3490266	3490829	-	564	147
b3361	NC_000913.3	3490861	3491463	-	603	375
b3362	NC_000913.3	3491453	3491620	-	168	185
b3363	NC_000913.3	3491725	3492297	-	573	1194
b3364	NC_000913.3	3492568	3493749	+	1182	74
b3365	NC_000913.3	3494011	3496554	+	2544	59
b3366	NC_000913.3	3496551	3496877	+	327	9
b3367	NC_000913.3	3497003	3497809	+	807	24
b3368	NC_000913.3	3497828	3499201	+	1374	691
b3369	NC_000913.3	3499448	3499615	+	168	46
b3370	NC_000913.3	3499910	3501247	+	1338	16
b3371	NC_000913.3	3501268	3502290	+	1023	45
b4474	NC_000913.3	3502340	3503170	+	831	44
b3374	NC_000913.3	3503167	3503952	+	786	96
b3375	NC_000913.3	3504052	3504783	+	732	241
b3376	NC_000913.3	3504935	3506020	-	1086	56
b3377	NC_000913.3	3506032	3507336	-	1305	47
b3378	NC_000913.3	3507348	3507701	-	354	8
b3379	NC_000913.3	3507712	3508590	-	879	16
b3380	NC_000913.3	3508587	3509813	-	1227	17
b3381	NC_000913.3	3509813	3510976	-	1164	11
b3382	NC_000913.3	3511060	3511422	-	363	98
b3383	NC_000913.3	3511439	3512344	-	906	258
b3384	NC_000913.3	3512634	3513638	-	1005	771
b3385	NC_000913.3	3513631	3514389	-	759	378
b3386	NC_000913.3	3514382	3515059	-	678	638
b3387	NC_000913.3	3515077	3515913	-	837	422
b3388	NC_000913.3	3516020	3517306	-	1287	2864
b3389	NC_000913.3	3517398	3518486	-	1089	2867
b3390	NC_000913.3	3518543	3519064	-	522	2121
b3391	NC_000913.3	3519465	3520703	-	1239	62
b3392	NC_000913.3	3520615	3521019	-	405	9
b3393	NC_000913.3	3521009	3521449	-	441	9
b3394	NC_000913.3	3521433	3521972	-	540	20
b3395	NC_000913.3	3521972	3522751	-	780	75
b3396	NC_000913.3	3522871	3525423	+	2553	656
b3397	NC_000913.3	3525589	3526149	-	561	1322
b3398	NC_000913.3	3526469	3528604	+	2136	696
b3399	NC_000913.3	3528669	3529337	+	669	516
b3400	NC_000913.3	3529348	3529749	+	402	228
b3401	NC_000913.3	3529774	3530652	+	879	525
b3402	NC_000913.3	3530715	3532439	-	1725	282
b3403	NC_000913.3	3532818	3534440	+	1623	14720
b3404	NC_000913.3	3534516	3535868	-	1353	1038
b3405	NC_000913.3	3535865	3536584	-	720	1680
b3406	NC_000913.3	3536812	3537288	+	477	168
b3407	NC_000913.3	3537385	3539706	+	2322	804
b3408	NC_000913.3	3540163	3540390	+	228	301
b3409	NC_000913.3	3540407	3542728	+	2322	1629
b3410	NC_000913.3	3542728	3542964	+	237	227
b3411	NC_000913.3	3543167	3544045	+	879	66
b3412	NC_000913.3	3544074	3544844	-	771	196
b3413	NC_000913.3	3544882	3545565	+	684	445
b3414	NC_000913.3	3545624	3546199	+	576	2308
b3415	NC_000913.3	3546559	3547875	+	1317	339
b3416	NC_000913.3	3547986	3550070	-	2085	883
b3417	NC_000913.3	3550080	3552473	-	2394	731
b3418	NC_000913.3	3553085	3555790	+	2706	13653
b4475	NC_000913.3	3555833	3556849	-	1017	284
b3421	NC_000913.3	3556853	3558079	-	1227	123
b3422	NC_000913.3	3558268	3559866	+	1599	47
b3423	NC_000913.3	3559848	3560605	-	758	239
b3424	NC_000913.3	3560622	3561452	-	831	479
b3425	NC_000913.3	3561497	3561823	-	327	448
b3426	NC_000913.3	3562013	3563518	+	1506	648
b3427	NC_000913.3	3563724	3564005	-	282	61
b3428	NC_000913.3	3564134	3566581	-	2448	4971
b3429	NC_000913.3	3566600	3568033	-	1434	3160
b3430	NC_000913.3	3568033	3569328	-	1296	3646
b3431	NC_000913.3	3569346	3571319	-	1974	3565
b3432	NC_000913.3	3571316	3573502	-	2187	4690
b3433	NC_000913.3	3573775	3574878	-	1104	5126
b3434	NC_000913.3	3575071	3575664	+	594	198
b4476	NC_000913.3	3575721	3577061	-	1341	63
b3437	NC_000913.3	3577065	3577592	-	528	34
b3438	NC_000913.3	3577731	3578726	-	996	752
b3439	NC_000913.3	3578950	3579645	-	696	349
b3440	NC_000913.3	3579768	3580805	-	1038	808
b3441	NC_000913.3	3581138	3581626	+	489	195
b3442	NC_000913.3	3581863	3583041	+	1179	1
b3443	NC_000913.3;NC_000913.3	3583038;3584205	3583427;3584309	+;+	495	0
b3444	NC_000913.3	3583483	3583758	+	276	0
b3445	NC_000913.3	3583677	3584180	+	504	0
b4612	NC_000913.3	3584404	3584559	+	156	0
b3446	NC_000913.3	3584759	3585043	+	285	14
b3447	NC_000913.3	3585081	3586823	-	1743	888
b3448	NC_000913.3	3586943	3587383	+	441	317
b3449	NC_000913.3	3587370	3588113	-	744	291
b3450	NC_000913.3	3588110	3589180	-	1071	398
b3451	NC_000913.3	3589182	3590027	-	846	193
b3452	NC_000913.3	3590024	3590911	-	888	211
b3453	NC_000913.3	3591009	3592325	-	1317	2235
b3454	NC_000913.3	3592724	3593437	-	714	1683
b3455	NC_000913.3	3593439	3594206	-	768	2124
b3456	NC_000913.3	3594203	3595480	-	1278	2817
b3457	NC_000913.3	3595477	3596403	-	927	1228
b3458	NC_000913.3	3596451	3597560	-	1110	3468
b3459	NC_000913.3	3597984	3598367	+	384	92
b3460	NC_000913.3	3598555	3599658	-	1104	7625
b3461	NC_000913.3	3599929	3600783	-	855	5631
b3462	NC_000913.3	3601028	3602086	-	1059	686
b3463	NC_000913.3	3602079	3602747	-	669	640
b3464	NC_000913.3	3602750	3604243	-	1494	1026
b3465	NC_000913.3	3604393	3604989	+	597	239
b3466	NC_000913.3	3604979	3605248	+	270	82
b3467	NC_000913.3	3605251	3605610	-	360	234
b3468	NC_000913.3	3605751	3606377	+	627	480
b3469	NC_000913.3	3606451	3608649	+	2199	218
b3470	NC_000913.3	3608751	3608996	-	246	330
b3471	NC_000913.3	3609217	3609882	+	666	530
b3472	NC_000913.3	3609955	3610512	+	558	1704
b3473	NC_000913.3	3610516	3611733	-	1218	307
b3474	NC_000913.3	3611865	3612914	+	1050	262
b3475	NC_000913.3	3612969	3613556	+	588	388
b3476	NC_000913.3	3613667	3615241	+	1575	49
b3477	NC_000913.3	3615241	3616185	+	945	31
b3478	NC_000913.3	3616182	3617015	+	834	36
b3479	NC_000913.3	3617015	3617779	+	765	77
b3480	NC_000913.3	3617776	3618582	+	807	38
b3481	NC_000913.3	3618588	3618989	+	402	161
b3482	NC_000913.3	3619192	3623427	+	4236	250
b3483	NC_000913.3	3623399	3623782	+	384	0
b3484	NC_000913.3	3624378	3625514	+	1137	12
b3485	NC_000913.3	3625679	3626803	-	1125	409
b3486	NC_000913.3	3626803	3629538	-	2736	774
b3487	NC_000913.3	3629535	3630602	-	1068	815
b3488	NC_000913.3	3630968	3632590	-	1623	48
b4660	NC_000913.3	3632852	3634458	-	1607	6
b3491	NC_000913.3	3634841	3635893	+	1053	45
b3492	NC_000913.3	3636208	3637410	-	1203	200
b3493	NC_000913.3	3637642	3639141	+	1500	1608
b3494	NC_000913.3	3639385	3639720	-	336	778
b3495	NC_000913.3	3640111	3640545	+	435	11315
b3496	NC_000913.3	3640862	3642331	+	1470	318
b3497	NC_000913.3	3642380	3643132	-	753	218
b3498	NC_000913.3	3643140	3645182	-	2043	1672
b3499	NC_000913.3	3645385	3646227	+	843	340
b3500	NC_000913.3	3646299	3647651	+	1353	1031
b4613	NC_000913.3	3647705	3647788	-	84	179
b3501	NC_000913.3	3648528	3648881	+	354	31
b3502	NC_000913.3	3648935	3650224	+	1290	47
b3503	NC_000913.3	3650237	3650662	+	426	60
b3504	NC_000913.3;NC_000913.3	3651291;3653236	3652036;3653713	+;+	1224	1
b3505	NC_000913.3	3652182	3653198	-	1017	1247
b3506	NC_000913.3	3653961	3654527	+	567	94
b3507	NC_000913.3	3654683	3655213	+	531	1
b3508	NC_000913.3	3655255	3655902	-	648	17
b3509	NC_000913.3	3655966	3656292	-	327	180
b3510	NC_000913.3	3656408	3656740	-	333	516
b3511	NC_000913.3	3656995	3657567	+	573	51
b3512	NC_000913.3	3658366	3658893	+	528	28
b3513	NC_000913.3	3659232	3660389	+	1158	22
b3514	NC_000913.3	3660414	3663527	+	3114	111
b3515	NC_000913.3	3663890	3664618	-	729	58
b3516	NC_000913.3	3664986	3665810	-	825	483
b3517	NC_000913.3	3666180	3667580	-	1401	120
b3518	NC_000913.3	3667791	3669188	-	1398	115
b3519	NC_000913.3	3669592	3671241	+	1650	328
b3520	NC_000913.3	3671292	3671894	-	603	201
b3521	NC_000913.3	3672414	3673313	+	900	153
b3522	NC_000913.3	3673362	3674375	+	1014	368
b3523	NC_000913.3	3674786	3676108	+	1323	1380
b3524	NC_000913.3	3676290	3678350	-	2061	689
b3525	NC_000913.3	3678420	3679187	-	768	11
b3526	NC_000913.3	3679419	3680348	+	930	552
b3527	NC_000913.3	3680444	3681940	-	1497	1011
b3528	NC_000913.3	3682161	3683447	-	1287	7939
b3529	NC_000913.3	3683630	3685618	-	1989	437
b3530	NC_000913.3	3685700	3689173	-	3474	547
b3531	NC_000913.3	3689155	3690261	-	1107	37
b3532	NC_000913.3	3690268	3692607	-	2340	90
b3533	NC_000913.3	3692618	3695236	-	2619	94
b3534	NC_000913.3	3695233	3695985	-	753	126
b3535	NC_000913.3	3695997	3696185	-	189	269
b3536	NC_000913.3	3696458	3698029	+	1572	1182
b3537	NC_000913.3	3698026	3698217	+	192	98
b3538	NC_000913.3	3698214	3699893	+	1680	689
b4453	NC_000913.3	3699980	3700087	-	108	682
b3539	NC_000913.3	3700563	3701834	+	1272	122
b3540	NC_000913.3	3701864	3702868	-	1005	1095
b3541	NC_000913.3	3702865	3703848	-	984	1111
b3542	NC_000913.3	3703859	3704761	-	903	891
b3543	NC_000913.3	3704771	3705790	-	1020	1051
b3544	NC_000913.3	3706098	3707705	-	1608	34044
b3546	NC_000913.3	3708784	3710475	-	1692	1993
b3547	NC_000913.3	3710799	3712007	-	1209	67
b3548	NC_000913.3	3712236	3712934	-	699	819
b3549	NC_000913.3	3713092	3713655	+	564	301
b3550	NC_000913.3	3713652	3714092	+	441	129
b3551	NC_000913.3	3714061	3716394	-	2334	560
b3552	NC_000913.3	3716547	3717206	+	660	100
b3553	NC_000913.3	3717310	3718284	+	975	757
b3554	NC_000913.3	3718334	3719044	-	711	2048
b3555	NC_000913.3	3719478	3719768	+	291	1970
b3556	NC_000913.3	3720049	3720261	+	213	854
b4455	NC_000913.3	3720448	3720600	-	153	0
b3557	NC_000913.3	3720680	3721201	+	522	66
b3558	NC_000913.3	3721198	3722049	+	852	28
b3559	NC_000913.3	3722328	3724397	-	2070	3918
b3560	NC_000913.3	3724407	3725318	-	912	1324
b4553	NC_000913.3	3725413	3725712	-	300	68
b3561	NC_000913.3	3725887	3726882	+	996	69
b3562	NC_000913.3	3726924	3727361	-	438	32
b3563	NC_000913.3	3727407	3727748	-	342	13
b3564	NC_000913.3	3727917	3729371	-	1455	130
b3565	NC_000913.3	3729443	3730765	-	1323	384
b3566	NC_000913.3	3731131	3732123	+	993	680
b3567	NC_000913.3	3732201	3733742	+	1542	172
b3568	NC_000913.3	3733720	3734901	+	1182	166
b3569	NC_000913.3	3734979	3736157	+	1179	190
b3570	NC_000913.3	3736353	3737177	-	825	11200
b3571	NC_000913.3	3737497	3739527	+	2031	203
b3572	NC_000913.3	3739705	3740958	+	1254	2492
b3573	NC_000913.3	3741109	3741582	-	474	57
b3574	NC_000913.3	3741684	3742532	-	849	315
b3575	NC_000913.3	3742733	3743731	+	999	144
b3576	NC_000913.3	3743743	3744210	+	468	23
b3577	NC_000913.3	3744328	3744801	+	474	0
b3578	NC_000913.3	3744804	3746081	+	1278	4
b3579	NC_000913.3	3746094	3747080	+	987	23
b3580	NC_000913.3	3747084	3748580	+	1497	34
b3581	NC_000913.3	3748577	3749239	+	663	14
b3582	NC_000913.3	3749232	3750092	+	861	22
b3583	NC_000913.3	3750086	3750781	+	696	43
b3584	NC_000913.3	3751128	3751868	-	741	19
b3585	NC_000913.3	3751992	3752966	+	975	181
b3586	NC_000913.3	3752963	3754099	-	1137	46
b3587	NC_000913.3	3754105	3754428	-	324	11
b3588	NC_000913.3	3754973	3756511	-	1539	3959
b3589	NC_000913.3	3756676	3757827	-	1152	9
b3590	NC_000913.3	3758017	3759861	-	1845	780
b3591	NC_000913.3	3759858	3761249	-	1392	458
b3592	NC_000913.3	3761347	3761955	-	609	802
b3593	NC_000913.3	3762183	3766316	+	4134	238
b3594	NC_000913.3	3766337	3767179	+	843	102
b3595	NC_000913.3	3767221	3767922	+	702	92
b3596	NC_000913.3	3768177	3768638	+	462	6
b4650	NC_000913.3	3768639	3768890	+	252	5
b4615	NC_000913.3	3769345	3769680	+	336	0
b3597	NC_000913.3	3770243	3771379	-	1137	117
b3598	NC_000913.3	3771382	3771744	-	363	32
b3599	NC_000913.3	3772281	3774194	+	1914	2077
b3600	NC_000913.3	3774424	3775572	+	1149	1003
b3601	NC_000913.3	3775572	3776159	+	588	229
b4554	NC_000913.3	3776171	3776380	-	210	1695
b3602	NC_000913.3	3776665	3777027	+	363	259
b3603	NC_000913.3	3777399	3779054	+	1656	958
b3604	NC_000913.3	3779054	3779830	+	777	275
b3605	NC_000913.3	3779827	3781017	+	1191	529
b3606	NC_000913.3	3781215	3781688	+	474	92
b3607	NC_000913.3	3781741	3782562	-	822	1739
b3608	NC_000913.3	3782642	3783661	-	1020	2028
b3609	NC_000913.3	3783661	3784128	-	468	3651
b3610	NC_000913.3	3784191	3784442	-	252	839
b3611	NC_000913.3	3784584	3785015	-	432	1664
b3612	NC_000913.3	3785260	3786804	+	1545	757
b3613	NC_000913.3	3786838	3788097	+	1260	764
b3614	NC_000913.3	3788101	3789060	+	960	126
b3615	NC_000913.3	3789047	3790081	-	1035	21
b3616	NC_000913.3	3790320	3791345	-	1026	700
b3617	NC_000913.3	3791355	3792551	-	1197	570
b3618	NC_000913.3	3792826	3793683	-	858	248
b3619	NC_000913.3	3793987	3794919	+	933	1390
b3620	NC_000913.3	3794929	3795975	+	1047	619
b3621	NC_000913.3	3795979	3796938	+	960	279
b3622	NC_000913.3	3796948	3798207	+	1260	140
b3623	NC_000913.3	3798239	3799312	-	1074	124
b3624	NC_000913.3	3799345	3800196	-	852	188
b3625	NC_000913.3	3800267	3800965	-	699	292
b3626	NC_000913.3	3800983	3801999	-	1017	250
b3627	NC_000913.3	3802039	3803058	-	1020	407
b3628	NC_000913.3	3803058	3804137	-	1080	776
b3629	NC_000913.3	3804181	3805116	-	936	51
b3630	NC_000913.3	3805153	3805950	-	798	365
b3631	NC_000913.3	3805943	3807067	-	1125	892
b3632	NC_000913.3	3807064	3808098	-	1035	1199
b3633	NC_000913.3	3808540	3809817	+	1278	668
b3634	NC_000913.3	3809825	3810304	+	480	134
b3635	NC_000913.3	3810343	3811152	-	810	106
b3636	NC_000913.3	3811250	3811417	-	168	3754
b3637	NC_000913.3	3811438	3811674	-	237	5625
b3638	NC_000913.3	3811891	3812559	-	669	333
b3639	NC_000913.3	3812731	3813951	+	1221	1110
b3640	NC_000913.3	3813932	3814387	+	456	758
b3641	NC_000913.3	3814494	3815090	+	597	543
b3642	NC_000913.3	3815127	3815768	-	642	29
b3643	NC_000913.3	3815863	3816549	-	687	522
b3644	NC_000913.3	3816676	3817539	+	864	1478
b3645	NC_000913.3	3817760	3818584	+	825	163
b3646	NC_000913.3	3818874	3819491	+	618	14
b3647	NC_000913.3	3819488	3821170	-	1683	158
b3648	NC_000913.3	3821428	3822051	+	624	2009
b3649	NC_000913.3	3822106	3822381	+	276	1985
b3650	NC_000913.3	3822400	3824508	+	2109	1700
b3651	NC_000913.3	3824515	3825204	+	690	198
b3652	NC_000913.3	3825210	3827291	+	2082	340
b3653	NC_000913.3	3827460	3828665	-	1206	552
b3654	NC_000913.3	3828945	3830336	+	1392	1243
b3655	NC_000913.3	3830457	3832166	+	1710	1011
b3656	NC_000913.3	3832219	3834537	-	2319	165
b3657	NC_000913.3	3834547	3835929	-	1383	35
b3659	NC_000913.3	3836953	3838137	+	1185	26
b3660	NC_000913.3	3838248	3839171	+	924	340
b3661	NC_000913.3	3839175	3839993	-	819	863
b4555	NC_000913.3	3840215	3840508	+	294	58
b3662	NC_000913.3	3840549	3841739	-	1191	49
b3663	NC_000913.3	3841950	3842402	-	453	139
b3664	NC_000913.3	3842455	3843789	-	1335	79
b3665	NC_000913.3	3843964	3845730	+	1767	250
b3666	NC_000913.3	3845776	3847167	-	1392	682
b3667	NC_000913.3	3847305	3848624	-	1320	113
b3668	NC_000913.3	3848634	3850136	-	1503	429
b3669	NC_000913.3	3850136	3850726	-	591	1195
b3670	NC_000913.3	3850802	3851092	-	291	1149
b3671	NC_000913.3	3851096	3852784	-	1689	8416
b3672	NC_000913.3	3852890	3852988	-	99	3178
b4618	NC_000913.3	3853553	3853642	+	90	637
b3673	NC_000913.3	3853922	3855106	+	1185	22
b3674	NC_000913.3	3855114	3855611	-	498	477
b3675	NC_000913.3	3855608	3855970	-	363	147
b3676	NC_000913.3	3855960	3856307	-	348	253
b3677	NC_000913.3	3856415	3856864	+	450	98
b3678	NC_000913.3	3856911	3858404	-	1494	83
b3679	NC_000913.3	3858401	3860116	-	1716	68
b3680	NC_000913.3	3860283	3861176	+	894	85
b3681	NC_000913.3	3861349	3861987	-	639	65
b3682	NC_000913.3	3861987	3862472	-	486	1
b3683	NC_000913.3	3862497	3863603	-	1107	20
b3684	NC_000913.3	3863899	3864615	+	717	23
b3685	NC_000913.3	3864612	3866273	-	1662	888
b3686	NC_000913.3	3866469	3866897	-	429	120
b3687	NC_000913.3	3867009	3867422	-	414	547
b3688	NC_000913.3	3867728	3868060	+	333	2412
b3689	NC_000913.3	3868062	3869309	-	1248	290
b3690	NC_000913.3	3869377	3870441	+	1065	30
b3691	NC_000913.3	3870438	3871730	-	1293	88
b4478	NC_000913.3	3871850	3872998	-	1149	132
b4477	NC_000913.3	3872995	3873612	-	618	62
b3693	NC_000913.3	3873596	3874474	-	879	115
b4479	NC_000913.3	3874471	3875160	-	690	272
b3696	NC_000913.3	3875438	3876094	+	657	234
b3697	NC_000913.3	3876140	3876952	-	813	397
b3698	NC_000913.3	3877067	3877465	-	399	218
b3699	NC_000913.3	3877705	3880119	-	2415	2770
b3700	NC_000913.3	3880148	3881221	-	1074	164
b3701	NC_000913.3	3881221	3882321	-	1101	1247
b3702	NC_000913.3	3882326	3883729	-	1404	3077
b4757	NC_000913.3	3884026	3884106	+	81	4
b3703	NC_000913.3	3884336	3884476	+	141	1196
b3704	NC_000913.3	3884493	3884852	+	360	538
b4557	NC_000913.3	3884816	3885073	+	258	133
b3705	NC_000913.3	3885076	3886722	+	1647	3204
b3706	NC_000913.3	3886828	3888192	+	1365	668
b3707	NC_000913.3	3888435	3888509	+	75	497
b3708	NC_000913.3	3888730	3890145	+	1416	3251
b3709	NC_000913.3	3890236	3891483	+	1248	884
b3710	NC_000913.3	3891615	3892790	+	1176	59
b3711	NC_000913.3	3892765	3893724	+	960	135
b3712	NC_000913.3	3893881	3894630	+	750	515
b3713	NC_000913.3	3894652	3895218	+	567	687
b3714	NC_000913.3	3895272	3896609	-	1338	1566
b3715	NC_000913.3	3896774	3897439	+	666	220
b3716	NC_000913.3	3897506	3897973	+	468	35
b3717	NC_000913.3	3898022	3898609	+	588	90
b3718	NC_000913.3	3898671	3899393	-	723	49
b3719	NC_000913.3	3899408	3900577	-	1170	33
b3720	NC_000913.3	3900604	3902220	-	1617	16
b3721	NC_000913.3	3902289	3903701	-	1413	16
b3722	NC_000913.3	3903720	3905597	-	1878	22
b3723	NC_000913.3	3905731	3906567	-	837	30
b3724	NC_000913.3	3906853	3907578	-	726	1003
b3725	NC_000913.3	3907593	3908366	-	774	1173
b3726	NC_000913.3	3908549	3909439	-	891	902
b3727	NC_000913.3	3909439	3910398	-	960	515
b3728	NC_000913.3	3910485	3911525	-	1041	1151
b3729	NC_000913.3	3911839	3913668	-	1830	2470
b3730	NC_000913.3	3913830	3915200	-	1371	1852
b3731	NC_000913.3	3915553	3915972	-	420	4377
b3732	NC_000913.3	3915993	3917375	-	1383	6029
b3733	NC_000913.3	3917402	3918265	-	864	5450
b3734	NC_000913.3	3918316	3919857	-	1542	14038
b3735	NC_000913.3	3919870	3920403	-	534	4722
b3736	NC_000913.3	3920418	3920888	-	471	5978
b3737	NC_000913.3	3920950	3921189	-	240	5482
b3738	NC_000913.3	3921236	3922051	-	816	9360
b3739	NC_000913.3	3922060	3922440	-	381	4017
b3740	NC_000913.3	3923057	3923680	-	624	172
b3741	NC_000913.3	3923744	3925633	-	1890	1396
b3742	NC_000913.3	3926012	3926455	-	444	1361
b3743	NC_000913.3	3926545	3927003	-	459	49
b3744	NC_000913.3	3927155	3928147	+	993	366
b3745	NC_000913.3	3928152	3929603	-	1452	381
b3746	NC_000913.3	3929597	3931093	-	1497	551
b3747	NC_000913.3	3931316	3933184	+	1869	385
b3748	NC_000913.3	3933351	3933770	+	420	3308
b3749	NC_000913.3	3933778	3935283	+	1506	776
b3750	NC_000913.3	3935288	3936253	+	966	1080
b3751	NC_000913.3	3936278	3937168	+	891	20593
b3752	NC_000913.3	3937294	3938223	+	930	585
b3753	NC_000913.3	3938227	3939219	+	993	118
b3754	NC_000913.3	3939185	3940612	-	1428	143
b3755	NC_000913.3	3940635	3941327	-	693	409
b4480	NC_000913.3	3947128	3947967	-	840	439
b3764	NC_000913.3	3948086	3948424	+	339	1508
b3765	NC_000913.3	3948449	3949969	-	1521	69
b3766	NC_000913.3	3950322	3950420	+	99	748
b4669	NC_000913.3	3950507	3950557	+	51	23
b4488	NC_000913.3	3950560	3952204	+	1645	5067
b3769	NC_000913.3	3952201	3952464	+	264	33
b3770	NC_000913.3	3952484	3953413	+	930	572
b3771	NC_000913.3	3953478	3955328	+	1851	633
b3772	NC_000913.3	3955331	3956875	+	1545	545
b3773	NC_000913.3	3956927	3957820	-	894	168
b3774	NC_000913.3	3957970	3959445	+	1476	22836
b3775	NC_000913.3	3959532	3959813	-	282	354
b3777	NC_000913.3	3960012	3960460	-	449	141
b3778	NC_000913.3	3960677	3962698	+	2022	532
b3779	NC_000913.3	3962745	3964229	-	1485	1347
b3780	NC_000913.3	3964365	3965630	-	1266	3484
b3781	NC_000913.3	3965761	3966090	+	330	4939
b3782	NC_000913.3	3966231	3966332	+	102	731
b3783	NC_000913.3	3966417	3967676	+	1260	4577
b3784	NC_000913.3	3967916	3969019	+	1104	1122
b3785	NC_000913.3	3969031	3970077	+	1047	690
b3786	NC_000913.3	3970133	3971263	+	1131	244
b3787	NC_000913.3	3971260	3972522	+	1263	327
b3788	NC_000913.3	3972522	3973589	+	1068	316
b3789	NC_000913.3	3973608	3974489	+	882	205
b3790	NC_000913.3	3974467	3975141	+	675	101
b3791	NC_000913.3	3975146	3976276	+	1131	285
b3792	NC_000913.3	3976278	3977528	+	1251	230
b4481	NC_000913.3	3977525	3978604	+	1080	273
b3793	NC_000913.3	3978601	3979953	+	1353	133
b3794	NC_000913.3	3979956	3980696	+	741	151
b3795	NC_000913.3	3980887	3982272	+	1386	616
b3800	NC_000913.3	3982958	3984193	+	1236	236
b3801	NC_000913.3	3984352	3986007	-	1656	560
b3802	NC_000913.3	3986686	3987882	-	1197	1270
b3803	NC_000913.3	3987885	3989066	-	1182	1159
b3804	NC_000913.3	3989088	3989828	-	741	832
b3805	NC_000913.3	3989825	3990766	-	942	1946
b3806	NC_000913.3	3991153	3993699	+	2547	2935
b3807	NC_000913.3	3993739	3994059	-	321	327
b3808	NC_000913.3	3993850	3994335	+	486	15
b4558	NC_000913.3	3994522	3994725	+	204	786
b3809	NC_000913.3	3994762	3995586	+	825	894
b3810	NC_000913.3	3995583	3996290	+	708	425
b3811	NC_000913.3	3996287	3997183	+	897	471
b3812	NC_000913.3	3997183	3997899	+	717	242
b3813	NC_000913.3	3997983	4000145	+	2163	1656
b4482	NC_000913.3	4000292	4001056	-	765	12
